plant,process,master_data_name,location,immobilization_number,year,equipment_commercialized,pdr_commercialized,age,degradability,production_hours,hp_coefficient,replacement_parts,maintenance_mttr_mtbf,technology,aging_result,equipment_status
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo575665,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Table,TSK--Test Table 1700,assembly/testing,8145230611,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Station Fuse,Emdep--Fuse Detection,assembly/testing,2144190902,2019,TRUE,TRUE,6,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Station Fuse and Relaise,Creasoft--Fuse and Relay Detection,assembly/testing,8145231053,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Table,TSK--Test Table 1700,assembly/testing,4145230899,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo946895,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo917492,2023,TRUE,TRUE,2,0,5107,1,0,0,1,0.15,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo540628,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo225880,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200701,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo723766,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,812021020,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,8280200603,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo304616,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo445529,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo497247,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo248843,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo600842,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo780691,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142201202,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,812021020,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,8280190204,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo887618,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142211105,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200805,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo674420,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo455911,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200701,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo188652,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142201201,2020,FALSE,TRUE,5,0,3920,0.75,0,0,1,0.125,Excellent
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo237123,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo696975,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo838474,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo143365,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo328811,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo394591,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo192105,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142110601,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo363319,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo971927,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo910748,2023,TRUE,TRUE,2,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo368669,2023,TRUE,TRUE,2,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo806927,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo273737,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo541198,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo853966,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo181019,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo158269,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo329517,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo213234,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo339393,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo894573,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo664566,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo173598,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo692579,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo654022,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo492517,2018,FALSE,TRUE,7,0.4,3920,0.75,0,0,1,0.365,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo923753,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo293412,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo770102,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Shrinking Machine Processor,Mecalbi--STCS-VMir+,vkf,immo358789,2022,TRUE,TRUE,3,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-PT,vkf,immo368392,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-BLTTS,vkf,immo262941,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Shrinking Machine Processor,Mecalbi--STCS-VMir+,vkf,immo714722,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo906533,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo413519,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo483972,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo222979,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo879040,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo149072,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo255135,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-BLTTS,vkf,immo964261,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-PT,vkf,immo511658,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo517358,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo887980,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo863369,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo353729,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo188671,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo595908,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200606,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201206,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo972352,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo795918,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo347738,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200607,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo412183,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo909997,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200613,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf jit,immo733239,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201201,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo389777,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo251592,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo321207,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo933415,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo699271,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo385752,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo685001,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo849402,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo895486,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo146255,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo328529,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Test Module,Mecalbi--STCS-PT,vkf jit,8149190105,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo417197,2023,TRUE,TRUE,2,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,4143180402,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo826195,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,4143180506,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201005,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo814819,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo415436,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201001,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201003,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201002,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo790653,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo713106,2011,TRUE,TRUE,14,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201209,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo297940,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo328082,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo869800,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo542131,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo747375,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo592368,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo984842,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo916812,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo208152,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo666689,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf jit,immo720802,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo131712,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo318062,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo797504,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201110,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo770402,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo287163,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo890371,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo181040,2012,TRUE,TRUE,13,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo728745,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo351881,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo109384,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,814300615,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo830016,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo290382,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo685823,2018,TRUE,TRUE,7,0.4,3920,0.75,0,0,0,0.315,Bon
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200614,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo501531,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo889387,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143211202,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo677429,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo872720,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo929778,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo708714,2021,TRUE,TRUE,4,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo749854,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo504090,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo948082,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo941014,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo607806,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo197738,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo989818,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo411165,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo390892,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201014,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200612,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo701361,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf jit,immo833806,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-BLTTS,vkf jit,immo300360,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Test Module,Mecalbi--STCS-PT,vkf jit,8200201216,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201004,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo826639,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo844430,2019,TRUE,TRUE,6,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo799046,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201013,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201109,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo301678,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo528330,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201109,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201011,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo948149,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo273382,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201210,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo494628,2020,TRUE,TRUE,5,0,3920,0.75,0,0,0,0.075,Excellent
