plant,process,master_data_name,location,immobilization_number,serial_number,year,equipment_commercialized,pdr_commercialized,age,degradability,production_hours,hp_coefficient,replacement_parts,maintenance_mttr_mtbf,technology,aging_result,equipment_status,RUL
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo488386,1252,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo362318,1253,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo477473,1254,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo498282,1255,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo156188,1256,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo392489,1257,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo298735,1258,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo498766,1259,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo524466,1260,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo658432,1261,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo801896,1279,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo874077,1280,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo134680,1281,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo503241,1282,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo400062,1284,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo255480,1286,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo633997,1287,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo375039,1290,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo144390,1291,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo149674,1292,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo423830,1293,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo524950,1294,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo742032,1295,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo682011,1296,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo562658,1297,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo817699,1298,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo612696,1299,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo750285,1301,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo659197,1302,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo471574,1303,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo649658,1305,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo483623,1306,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo722953,1307,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo266636,1308,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo928087,1309,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo766616,1310,2015,True,True,10,0.4,5107,1.0,0,0,1,0.39,Bon,11
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo876557,1311,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo234218,1312,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,13
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo208299,1314,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,15
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo225553,1362,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,13
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo761306,1487,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo802491,1488,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,13
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo837136,1489,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,12
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo777274,1496,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,14
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo353007,1764,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,14
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo581272,1765,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,9
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo408641,1766,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,15
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo489370,1768,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,9
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo516285,2810,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,15
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo741445,881,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo665422,897,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,24
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo470468,997,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,13
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo613050,999,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,12
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo784943,1171,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Stripping Machine,Komax--Delta 60,vkf,8142230902,240.0197,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo235042,203365,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,25
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo381460,201735,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,25
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo250348,203475,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,25
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo771110,203366,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,24
MH2,Taping Machine,Kabatec--KTB 50 E Plus Electric Bundl Mach.,vkf,4143180601,1543,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,814200806,ML35.007,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,13
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,immo682776,15155004-0066,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,12
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,8149200805,ML35.0009,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,17
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,1849200804,ML35.0008,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,18
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,immo305671,ML35.0052,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Micro Section Laboratories,Komax--Micro LAB 35,cutting,8149200807,ML35.0006,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,15
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo715039,891,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,16
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,8141210303,929,2021,True,True,4,0.0,5107,1.0,0,0,1,0.15,Excellent,18
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo230520,830,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,12
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo702058,199597,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,25
MH2,Test Module,Mecalbi--STCS-PT,vkf,immo994258,71,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,15
MH2,Ultrasonic Welding Machine,Telsonic--Telsosplice TS3,vkf,immo477398,209859,2024,True,True,1,0.0,5107,1.0,0,0,1,0.15,Excellent,25
MH2,Shrinking Machine Shuttle,DSG Canusa--DERAY Shuttle RKS,vkf,8200230907,T04-m-44312/SB1009/2023/049,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo638716,8346-1,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,16
MH2,Tape dispenser,Kabatec--KTS 50 A Tape dispenser,vkf,immo380809,1767,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo874633,8346-2,2011,True,True,14,0.4,5107,1.0,0,0,1,0.39,Bon,5
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo785639,8346-3,2011,True,True,14,0.4,5107,1.0,0,0,1,0.39,Bon,5
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo129510,9932-1,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,8143200303,1287,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,15
MH2,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo674253,453,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,17
MH2,Test Table,TSK--Test Table,assembly/testing,8145230302,401664-3090-122,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Test Table,TSK--Test Table,assembly/testing,8145200609,401664-3090-79,2020,True,True,5,0.0,5107,1.0,0,0,1,0.15,Excellent,15
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo776079,1244-7,2018,True,True,7,0.4,5107,1.0,0,0,1,0.39,Bon,14
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo169371,402642-3090-15,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Test Table,TSK--Test Table 1700,assembly/testing,8145230611,402642-3090-18,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,23
MH2,Test Station Fuse,Emdep--Fuse Detection,assembly/testing,2144190902,7427,2019,True,True,6,0.0,5107,1.0,0,0,1,0.15,Excellent,15
MH2,Test Station Fuse and Relaise,Creasoft--Fuse and Relay Detection,assembly/testing,8145231053,23-073,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Test Table,TSK--Test Table 1700,assembly/testing,4145230899,402642-3090-16,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,22
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo574840,402642-3090-14,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Test Table,TSK--Test Table 1700,assembly/testing,immo457747,402642-3090-13,2023,True,True,2,0.0,5107,1.0,0,0,1,0.15,Excellent,21
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo962702,831,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,12
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo732608,102,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200701,1472,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,19
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo866275,3128,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,18
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,812021020,4671,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,19
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,8280200603,75,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,14
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo157570,3488,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,11
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo453312,1544,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,15
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo172796,118,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,15
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo516900,827,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,13
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo613237,890,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo232729,71,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,12
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142201202,1482,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,13
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,812021020,4672,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,19
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,8280190204,73,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,11
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo431721,1278,2018,False,True,7,0.4,3920,0.75,0,0,1,0.365,Bon,13
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142211105,1545,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,19
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200805,1484,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,15
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo642861,1476,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,12
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo523406,104,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142200701,1473,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,18
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo316043,76,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,17
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,8142201201,1523,2020,False,True,5,0.0,3920,0.75,0,0,1,0.125,Excellent,14
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo416360,112,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo737003,893,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Crimping Press Wire < 6mm2,Komax--BT-722,vkf,immo767220,1199,2018,False,True,7,0.4,3920,0.75,0,0,1,0.365,Bon,13
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo772326,3335,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,18
MH2,Untwisting Machine,Schaefer--MC 2X1.5 Untwisting Machine,vkf,immo618394,109,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,14
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo202469,932,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo908678,10314,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Crimping Press Cable > 6mm2,Schaefer--EPS 6000,vkf,2142110601,314,2012,True,True,13,0.4,3920,0.75,0,0,0,0.315,Bon,9
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo104785,1309,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo359965,681-3,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo189488,2137366-2,2023,True,True,2,0.0,3920,0.75,0,0,0,0.075,Excellent,22
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo260347,2156696-4,2023,True,True,2,0.0,3920,0.75,0,0,0,0.075,Excellent,23
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo146083,1415-8,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,12
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo160907,681-8,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo852390,1310,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo417031,1028,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,15
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo628914,1226,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo966123,1415-1,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo450855,5919-3,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo642882,5919-1,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo288928,1227,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo448432,5919-2,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Crimping Press Wire < 6mm2,Schaefer--EPS 2001,vkf,immo670224,10398,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf,immo648616,3491,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,13
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo537773,5681-4,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo597541,5681-2,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,13
MH2,Ultrasonic Welding Machine,Schunk--Minic II Automatic PC,vkf,immo553529,2053-5,2018,False,True,7,0.4,3920,0.75,0,0,1,0.365,Bon,20
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo636337,5681-1,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo589752,1362,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Taping Machine,Kabatec--KTB E9P Taping Machine,vkf,immo675681,892,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Shrinking Machine Processor,Mecalbi--STCS-VMir+,vkf,immo449436,389,2022,True,True,3,0.0,3920,0.75,0,0,0,0.075,Excellent,21
MH2,Test Module,Mecalbi--STCS-PT,vkf,immo599276,90,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Test Module,Mecalbi--STCS-BLTTS,vkf,immo340973,45,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Shrinking Machine Processor,Mecalbi--STCS-VMir+,vkf,immo449683,257,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,19
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo840994,5681-11,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo221161,1253,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo925095,1415-7,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo351106,1415-3,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo948509,1305,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo132802,1415-2,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo770697,490,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,12
MH2,Test Module,Mecalbi--STCS-BLTTS,vkf,immo343979,43,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Test Module,Mecalbi--STCS-PT,vkf,immo527128,74,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Shrinking Machine Processor,Mecalbi--STCS-Evo500TS,vkf,immo213712,201,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,13
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo835834,2124-3,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf,immo515037,1254,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo201507,1415-4,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,18
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf,immo157640,5919-4,2021,True,True,4,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo522464,830-3,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200606,1225,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,15
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201206,1249,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,14
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo912931,366-7,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,12
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo868652,951-4,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,immo973909,1090,2019,True,True,6,0.0,3920,0.75,0,0,0,0.075,Excellent,16
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200607,1229,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo362283,830-10,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
MH2,Ultrasonic Welding Machine,Schunk--Minic III,vkf jit,immo547362,696-10,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,14
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143200613,1245,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,15
MH2,Stripping Machine,Schleuniger--UniStrip 2600,vkf jit,immo731924,3337,2018,True,True,7,0.4,3920,0.75,0,0,0,0.315,Bon,14
MH2,Taping Machine,Kabatec--KTS 50 Comfort,vkf jit,8143201201,1260,2020,True,True,5,0.0,3920,0.75,0,0,0,0.075,Excellent,17
